,Document directory,Format,Comic_title,Untranslated Title,Source Title,Author,Translator,Author_origin,Author_country (current),Global region,Country,Language,Original Language (Translations),Publisher,Genre ,"Comic ""style""",Audience,Demographic,Publication Date,Pages#,Chapters Qty,Chapter/Issue#,Completed,Description,Website,CCL,Permission,File,Notes,Country again,Title again,Spacer,MAST Notes,Uploaded to MAST,1.1: Panels & Panels,1.2: Characters,1.2.1 Gender,1.3: Carriers,2.1: Framing,2.2: Continuity Annotations,2.2: Continuity Relations,2.3: Motion Events,2.4: ICS,2.5: Character Emotions,2.5.1 Panel Emotions,2.6 Panel Templates,2.7 Panel Borders,2.8 POV,2.9 Onoma,3.1 Situation,3.2 Depth,3.3 Gesture
NC,,Comic book,The Revolution that gave birth to Haiti,,,"W: Laurent Dubois, A: Rocky Cotard",,Haiti,Haiti,South America,Haiti,English,,Duke University,History,,Everyone,,2020,,,,,,,,Public,,,Haiti,The Revolution that gave birth to Haiti,1,,NC-2022F,TH,,,,TH+,HM,HM,,,,JB,,SG,,,,RHE,
SG,,Graphic Novel,Signal Searching,,,mooooonbug,,Hong kong,Hong kong,East Asia,Hong Kong,English,,,Drama,Cartoony,,,2022,23,,,Yes,,,,,,,Hong Kong,Signal Searching,1,,NC-2023S,FM,,,,NC+,,,,,,JB,,,,,,,KY
MS,,Comic magazine,Akcja Labirynt (Part 1),Akcja Labirynt (Part 1),Relax #6,"Erno Zorad, Tibor Cs. Horvath",Anna Makowska,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",History,,Adult,,1977,10,1,1,,,,,Private,06_Nr.05 - 1977.pdf,,Hungary,Akcja Labirynt (Part 1),1,,NC,JV,,,,JV+,BK,, +,,,XZ,NC+,SG,,,,,
MS,,Comic magazine,Lana w kosmosie (Part 5),Lana w kosmosie (Part 5),Relax #31,"Peter Kuczka, Tibor Cs. Horváth, Erno Zórád",Anna Makowska,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,,Everyone,,1981,10,1,1,,,,,Private,31_Nr.02 - 1981.pdf,"original title: ""Négy Békeszeretó Földlakó""",Hungary,Lana w kosmosie (Part 5),1,,NC,MS,,,,NC+,AS,, +,,,XZ,,SG,,,,,
MS,,Comic magazine,Zaginiony świat (Part 1),Zaginiony świat Cz. 1,ALFA 1,"Tibor Cs. Horvath, Imre Sebök",,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""","Science Fiction, Adventure",,,,1976,14,1,1,,,,,Private,ALFA #1.pdf,"Based on Arthur Conan Doyle's ""The Lost World""",Hungary,Zaginiony świat (Part 1),1,,NC,JV,,,,JV+,BK,, +,,,JB,,SG,,,,,
NC,,Comic magazine,Dallas,"Dállász, or the Jújing Family in Hungary",Kretén,Zoltán Varga Zerge,,Hungary,Hungary,Europe,Hungary,Hungarian,,Kretén,Humor,,Adult,,1997,1-8,,18,,,,,,dallasz_kreten23.pdf,,Hungary,Dallas,1,,NC,JV,,,,JV+,BK,, +,,,JB,NC+,SG,,,ND,,
NC,,Short story,The Voice of the Master,A gazda hangja,Szépirodalmi Figyelő,Miklós Felvidéki,,Hungary,Hungary,Europe,Hungary,Hungarian,,,Science Fiction,,Teen/Adult,,2020,35-38,,4,,,,,,A Gazda Hangja.pdf,,Hungary,The Voice of the Master,1,,NC,SG,,,,NC+,BK,,CW+,,,XZ,NC,FM,,,,,
NC,,Short story,Punk,,Szépirodalmi Figyelő,Márk László,,Hungary,Hungary,Europe,Hungary,Hungarian,,,Drama,,Teen/Adult,,2017,38-40,,4,,,,,,Punk.pdf,,Hungary,Punk,1,,NC,JV,SG+,PB,,JV+,YS,YS,IH+,PG,AB,SD,NC,SG,,,,,
NC,,Comic book,Zorro,,,"written by András Tálosi, Drawn and inked by Tamás Vári",,Hungary,Hungary,Europe,Hungary,English,Hungarian,,Adventure,Superhero,Teen/Adult,,2019,,,2,,,,,,zorro_02_beliv_ab.pdf,,Hungary,Zorro,1,,NC,AS,,,,NC+,,, +,,,,,,,,,,
NC,,Graphic novel,Slussz kulcs klán,,,Márton Hegedűs,,Hungary,Hungary,Europe,Hungary,Hungarian,,,Drama,,Adult,,2012,,,,,,,,,Slussz kulcs klán by Márton Hegedűs.pdf,,Hungary,Slussz kulcs klán,1,,NC,JV,,,,JV+,BK,,,,,XZ,,SG,,,,,
NC/SL,,Comic magazine,Kaboom,,Gisp! 3,Þorri Hringsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,1,1,3,,,https://timarit.is/page/7425972#page/n0/mode/2up,,,Gisp! 1991.3,,Iceland,Kaboom,1,,NC-2023S,AS,,,,NC+,,,,,,SD,NC+,FM,,,,,KY
NC/SL,,Comic magazine,Teddy Transformer,,Gisp! 5,Þorri Hringsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,Kjarvalsstaðir,Underground,Underground,Adult,,1992,3,1,5,,,https://timarit.is/page/7426108#page/n0/mode/2up,,,Gisp! 1992.5,,Iceland,Teddy Transformer,1,,NC-2023S,FM,,,,NC+,,,,KH,,LZ,,FM,,,MaM,,
NC/SL,,Comic magazine,Leiðin,,Gisp! 2,Freydís Kristjánsdóttir,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,4,1,2,,,https://timarit.is/page/7425904?iabr=on#page/n0/mode/2up,,,Gisp! 1991.2,,Iceland,Leiðin,1,,NC-2023S,SG,,,,NC+,,,,KH,,LZ,NC+,SG,,,,,KY
NC/SL,,Comic magazine,Sýnishorn,,Gisp! 7,Ómar Örn HaUnited Kingdomsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1995,4,1,7,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1995.7,,Iceland,Sýnishorn,1,,NC-2023S,FM,,,,NC+,NC,,,KH,,JW,NC+,NC,,,NC,,KY
NC/SL,,Comic magazine,Concerto,,Gisp! 8,Jan Pozok,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1999,5,1,8,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1999.8,,Iceland,Concerto,1,,NC-2023S,AS,,,,NC+,,,,KH,,LZ,NC+,SG,,,MaM,,KY
NC/SL,,Comic magazine,Svíni á slysstað,,Gisp! 8,Karri Laitinen/Kati Rapia,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1999,5,1,8,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1999.8,,Iceland,Svíni á slysstað,1,,NC-2023S,SG,,,,NC+,,,,KH,,LZ,NC+,FM,,,MaM,,KY
NC/SL,,Comic magazine,Hirðirinn,,Gisp! 8,Pentti Ostamo,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1999,6,1,8,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1999.8,,Iceland,Hirðirinn,1,,NC-2023S,SG,,,,NC+,AS,,,KH,,JW,NC+,SG,,,MaM,,
NC/SL,,Comic magazine,Brúðkaupið,,Gisp! 8,Bjarni Hinriksson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1999,7,1,8,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1999.8,,Iceland,Brúðkaupið,1,,NC-2023S,AS,,,,NC+,,,,,,XZ,NC+,SG,,,MaM,,
NC/SL,,Comic magazine,Gaga Og Púkó,,Gisp! 7,Halldór Baldursson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1995,7,1,7,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1995.7,,Iceland,Gaga Og Púkó,1,,NC-2023S,SG,,,,NC+,,,,,,XZ,,SG,,,MaM,,KY
IH,,Comic magazine,Gaga og Púkó fara að rukka,,Gisp! 11,Halldór Baldursson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,2013,7,1,11,,,https://timarit.is/page/7487477#page/n0/mode/2up,,,Gisp! 2013.11,,Iceland,Gaga og Púkó fara að rukka,1,,NC-2023S,SG,,,,NC+,,,,,,XZ,,SG,,,MaM,,KY
IH,,Comic magazine,Teddy og vínandinn,,Gisp! 12,Þorri Hringsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,2017,7,1,12,,,https://timarit.is/page/7487545#page/n0/mode/2up,,,Gisp! 2017.12,,Iceland,Teddy og vínandinn,1,,NC-2023S,SG,,,,NC+,,,,,,SD,,FM,,,MaM,,KY
IH,,Comic magazine,Bob Mórall &Teddy - Annar hluti,,Gisp! 12,Þorri Hringsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,2017,8,1,12,,,https://timarit.is/page/7487545#page/n0/mode/2up,,,Gisp! 2017.12,,Iceland,Bob Mórall &Teddy - Annar hluti,1,,NC-2023S,SG,,,,NC+,AS,,,,,XZ,NC+,SG,,,MaM,,KY
NC/SL,,Comic magazine,Dauði Kristjáns Gísla,,Gisp! 8,Halldór Baldursson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1999,8,1,8,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1999.8,,Iceland,Dauði Kristjáns Gísla,1,,NC-2023S,AS,,,,NC+,,,,KH,,LZ,NC+,,,,,,KY
NC/SL,,Comic magazine,Klikk,,Gisp! 4,Stigur Steinþórsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,9,1,4,,,https://timarit.is/page/7426040#page/n0/mode/2up,,,Gisp! 1991.4,,Iceland,Klikk,1,,NC-2023S,SG,,,,NC+,AS,,,,,SD+,NC+,SG,,,MaM,,KY
NC/SL,,Comic magazine,Skínandi Blokkir,,Gisp! 5,Halldór Baldursson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,Kjarvalsstaðir,Underground,Underground,Adult,,1992,13,1,5,,,https://timarit.is/page/7426108#page/n0/mode/2up,,,Gisp! 1992.5,,Iceland,Skínandi Blokkir,1,,NC-2023S,IS,,,,NC+,,,,,,JB,,,,,,,KY
NC/SL,,Comic magazine,Tryggðatröll,,Gisp! 5,Bjarni Hinriksson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,Kjarvalsstaðir,Underground,Underground,Adult,,1992,16,1,5,,,https://timarit.is/page/7426108#page/n0/mode/2up,,,Gisp! 1992.5,,Iceland,Tryggðatröll,1,,NC-2023S,IS,,,,NC+,,,,,,JB,,,,,,,KY
GS,,Comic book,Sukhu and Dukhu,सुख और दुःख,,Swapna Dutta,,India,,South Asia,India,English,English,India Book House Pvt Ltd (IBH),Folktale,,Children,,1980,32,1,1,,Title is now owned by ACK Media,https://www.amarchitrakatha.com/,,,217-SUnited Kingdomhu and DUnited Kingdomhu.pdf,,India,Sukhu and Dukhu,1,,NC-2022F,AS,,,,TH+,HM,HM,,AK,,LZ,NC+,FM,,,,,
NC,,Webcomic,The Witch and the Warrior,,,"A.W: Saumin Patel, W: Saurav Mohapatra",,India,India,South Asia,India,English,,Chitrakatha.com,Fantasy,Superhero,Everyone,,2010,13,,,,,,,,,,India,The Witch and the Warrior,1,,NC-2022F,AS,AS,PB,,TH+,AS,AS,AL+,HS%,AB,LZ,NC+,,,,ND,RB,
GS,,Comic book,Bahadur The White Ghost’s Den,,,Abid Surti,,India,,South Asia,India,English,Hindi,"Bennett, Coleman & Co. Ltd. (BCCL)",Fiction,,Children,,1977,26,1,1,,BCCL operates under the pseudo name 'The Times Group',https://timesofindia.indiatimes.com/,,,284-Bahadur-White Ghost’s Den.pdf,,India,Bahadur The White Ghost’s Den,1,,NC-2022F,TH,,,,TH+,TH,, +,,,LZ,,SG,,,,,
GS,,Comic book,Adventures of Amitabh Bachchan-The Lost Idol,,,Gulzar,,India,,South Asia,India,English,Hindi,India Book House Pvt Ltd (IBH),Fiction,,Children,,~80s-90s,32,1,1,,IBH is merged with Oxford Bookstore and Stationery Company,https://oxfordbookstore.com/,,,SC-Adventures-of-Amitabh-Bachchan-The Lost Idol.pdf,,India,Adventures of Amitabh Bachchan-The Lost Idol,1,,NC-2022F,AS,,,,TH+,AK,AK, +,,,JB,,SG,,,,,
GS,,Comic book,Andhaka,,,Anant Pai,,India,Deceased,South Asia,India,English,English,India Book House Pvt Ltd (IBH),Mythology,,Children,,-,32,1,1,,Title is now owned by ACK Media,https://www.amarchitrakatha.com/,,,Andhaka.pdf,,India,Andhaka,1,,NC-2022F,AS,,,,TH+,TH,,,,,JB,,SG,,,,,
GS,,Comic book,Manduka The Lucky Astrologer,,,Louis M. Fernandes,,India,,South Asia,India,English,English,India Book House Pvt Ltd (IBH),Folktale,,Children,,1982,32,1,1,,Title is now owned by ACK Media,https://www.amarchitrakatha.com/,,,266-Manduka The Lucky Astrologer.pdf,,India,Manduka The Lucky Astrologer,1,,NC-2022F,AS,,,,TH+,HM,HM,,,,,,FM,,,,,
GS,,Comic book,Pulakeshi II,,,Gayatri Madan Dutt,,India,,South Asia,India,English,English,India Book House Pvt Ltd (IBH),History,,Children,,1987,32,1,1,,Title is now owned by ACK Media,https://www.amarchitrakatha.com/,,,394-Pulakeshi II.pdf,,India,Pulakeshi II,1,,NC-2022F,AS,,,,TH+,TH,,,,,,,SG,,,,,
GS,,Comic book,Roopmati,,,Anant Pai,,India,Deceased,South Asia,India,English,English,India Book House Pvt Ltd (IBH),History,,Children,,-,32,1,1,,Title is now owned by ACK Media,https://www.amarchitrakatha.com/,,,Roopmati.pdf,,India,Roopmati,1,,NC-2022F,AS,,,,TH+,TH,,,,,,,SG,,,,,
GS,,Comic book,The King in a Parrots Body,,,Anant Pai,,India,Deceased,South Asia,India,English,English,India Book House Pvt Ltd (IBH),Fiction,,Children,,1979,32,1,1,,Title is now owned by ACK Media,https://www.amarchitrakatha.com/,,,191-The King in a Parrots Body.pdf,,India,The King in a Parrots Body,1,,NC-2022F,AS,,,,TH+,TH,,,,,,,FM,,,,,
GS,,Comic book,Tripura,,,Anant Pai,,India,Deceased,South Asia,India,English,English,India Book House Pvt Ltd (IBH),Mythology,,Children,,-,32,1,1,,Title is now owned by ACK Media,https://www.amarchitrakatha.com/,,,Tripura.pdf,,India,Tripura,1,,NC-2022F,AS,,,,TH+,TH,,,,,,,,,,,,
GS,,Comic book,Udayana,,,Kamala Chandrakant,,India,,South Asia,India,English,English,India Book House Pvt Ltd (IBH),"History, Fantasy",,Children,,1976,32,1,1,,Title is now owned by ACK Media,https://www.amarchitrakatha.com/,,,125-Udayana.pdf,,India,Udayana,1,,NC-2022F,AS,,,,TH+,AS,,,HS%,,,,SG,,,,,
NC,,Comic book,Dracula,,,"W: Sudeep Menon, A: Deepjoy Subba, Mauricio",,India,India,South Asia,India,English,,Bullseye Press,Superhero,Superhero,Everyone,,2021,,,,,,,,,,,India,Dracula,1,,NC-2022F,TH,,,,TH+,TH,,,HS+,,XZ,,FM,,,,,
NC,,Comic book,Nagraj Strikes - The attack of coronaman,,,"W: Manoj Gupta, Ayush Gupta, A: Aswin Amarnathr",,India,India,South Asia,India,English,,Raj Comics,Superhero,Superhero,Everyone,,2020,,,,,,,,,,,India,Nagraj Strikes - The attack of coronaman,1,,NC-2022F,TH,,,,TH+,HM,HM,CW+,HS%,,JW,,,,,,,
NC,,Comic book,Super Commando Dhruva - The Struggle with Depression,,,"W: Manoj Gupta, Ayush Gupta, A: Aswin Amarnathr",,India,India,South Asia,India,English,,Raj Comics,Superhero,Superhero,Everyone,,2020,,,,,,,,,,,India,Super Commando Dhruva - The Struggle with Depression,1,,NC-2022F,TH,,,,TH+,AK,,,HS%,,XZ,,,,,ND,,
NC,,Comic book,Zaalim Manjha Cell No. 9,,,"W: Sudeep Menon, A: Mauricio",,India,India,South Asia,India,English,,Bullseye Press,Horror,Superhero,Everyone,,2020,,,,,,,,,,,India,Zaalim Manjha Cell No. 9,1,,NC-2022F,TH,,,,TH+,AK,,,,,,,,,,,,
NC,,Comic book,Jogedan Lelembut,,,Edhie Arianto,,Indonesia,Indonesia,Southeast Asia,Indonesia,Javanese,,Djaka Lodang,Fiction,,Teen/Adult,,2014,,,,,,,,,,,Indonesia,Jogedan Lelembut,1,,NC-2022F,AS,,,,TH+,AK,AK, +,AK,,LZ,NC+,,,,,,
BK,,Webcomic,Raruurien,,,Ann Maulina,,Indonesia,,Asia,Indonesia,English,English,Hiveworks Comics,"Slice of life, Fantasy",,YA,,2017,17,1,4,0,"""Raruurien"" is a heartwarming slice of life webcomic about Rien, a widow witch with two sons, living in a small mountain village. To maintain a peaceful life without her husband, she has to assimilate with the villagers, learn their culture, become a role model for her sons and also keep a low profile by confining her powerful magyx in public.",annymaulina@gmail.com,,Sharing,,,Indonesia,Raruurien,1,,NC-2022F,AS,,,,TH+,BK,BK,,,,LZ,,FM,,,,,
NC,,Comic book,Gundala Bernapas Dalam Lumpur,,,Prashida,,Indonesia,Indonesia,Southeast Asia,Indonesia,Javanese,,BumLangit,Fantasy,Superhero,Teen/Adult,,1973,1-38,,1,,,,,,,,Indonesia,Gundala Bernapas Dalam Lumpur,1,,NC-2022F,AS,,,,TH+,,, +,,,LZ,,,,,,,
NC,,Comic book,Sang Maha Guru,,,Buyat,,Indonesia,Indonesia,Southeast Asia,Indonesia,Javanese,,Mekarsari,Fantasy,,Everyone,,1989,,,,,,,,,,,Indonesia,Sang Maha Guru,1,,NC-2022F,AS,,,,TH+,AS,, +,,,JW,,FM,,,,,
NC,,Comic book,Sembadra Ilang,,,Hasmi,,Indonesia,Indonesia,Southeast Asia,Indonesia,Javanese,,Panjebar SeMangat,,Manga,Teen/Adult,,2014,,,,,,,,,,,Indonesia,Sembadra Ilang,1,,NC-2022F,AS,,,,TH+,,, +,,,,,,,,,,
NC,,Webcomic,Timun,,,Alex Irzaqi,,Indonesia,Indonesia,Southeast Asia,Indonesia,Indonesian,,,Fantasy,Manga,Everyone,,2013,,,,,,http://www.irzaqi.com/timun/,,,,,Indonesia,Timun,1,,NC-2022F,AS,TH,PB,,TH+,BK,,CW+,,AB,LZ,,SG,,,,,
NC,,Comic book,Kusumadinata,,,Mulyantara,,Indonesia,Indonesia,Southeast Asia,Indonesia,Javanese,,Mekarsari,Action,,Everyone,,1995,,,,,,,,,,,Indonesia,Kusumadinata,1,,NC-2022F,SG,,,,TH+,,, +,,,JW,,SG,,,,,
NC,,Comic book,Gundala Putera Petir,,,Kentjana Agung,,Indonesia,Indonesia,Southeast Asia,Indonesia,Javanese,,BumLangit,Fantasy,Superhero,Teen/Adult,,1969,,,,,,,,,,,Indonesia,Gundala Putera Petir,1,,NC-2022F,TH,,,,TH+,,,,,,,,,,,,,
NC,,Webcomic,Hujan di Tepian Rindu,,SMAC!,Alex Irzaqi,,Indonesia,Indonesia,Southeast Asia,Indonesia,English,Indonesian,SMAC Web Magazine,Action,Manga,Everyone,,2018,,,,,,https://smacmag.net/v1/mc1shot/hujan-by-alex-irzaqi/?reso=h,,,,,Indonesia,Hujan di Tepian Rindu,1,,NC-2022F,TH,,,,TH+,TH,, +,,,,,,,,,,
NC,,Comic book,Ksatria Lelana,,,B.P. Soedarsono S.G,,Indonesia,Indonesia,Southeast Asia,Indonesia,Javanese,,Djaka Lodang,,Manga,Teen/Adult,,2015,,,,,,,,,,,Indonesia,Ksatria Lelana,1,,NC-2022F,TH,,,,TH+,,,,,,XZ,,SG,,,,,
SG,,Graphic Novel,Persepolis,,,Marjane Satrapi,Mattas Rupa,Iran,France,Middle East,Iran,English,French,Pantheon,Memoir,,Adults,,2000,9,,1,Yes,,,,,,,Iran,Persepolis,1,,NC-2023S,SG,,,,TH+,TH,,,HS+,,LZ,,SG,,,ND,,
SG,,Webcomic,Golden Green,,,Shima Dibaj,,Iran,Iran,Middle East,Iran,English,,CSP,"Fantasy, Romance, Drama",Manga,,,2021,13,,,yes,,,,,,,Iran,Golden Green,1,,NC-2023S,TH,,,,TH+,TH,,,,,SD,NC+,FM,,,,,
SG,,Webcomic,The Eye Biter,,,Amir Khosravian,,Iran,Iran,Middle East,Iran,English,,CSP,Fantasy,,,,2021,16,,,,,,,,,,Iran,The Eye Biter,1,,NC-2023S,TH,,,,TH+,TH,,,,,SD,NC+,,,,,,
SG,,Graphic Novel,The Border,,,Mahour,,Iran,Iran,Middle East,Iran,English,,,"Fantasy, History",,,,2019,19,,,Yes,,,,,,,Iran,The Border,1,,NC-2023S,AS,,,,TH+,TH,,,,,,,,,,,,
NC,,Webcomic,Wing,,SMAC!,reyhana,,Iran,Iran,Middle East,Iran,,,SMAC Web Magazine,Slice of life,Manga,Everyone,,2018,,,,,,https://smacmag.net/v/sma18/wing-by-reyhana/#0,,,,,Iran,Wing,1,R-to-L,NC-2023S,TH,OS+,SE,,TH+,TH,,AL+,,OS,JW,,,,,MaM,,
NC,,Webcomic,Let your emotions out,,SMAC!,Tomorin,,Iran,Iran,Middle East,Iran,,,SMAC Web Magazine,Slice of life,Manga,Everyone,,2017,,,,,,https://smacmag.net/v/sma17/let-your-emotions-out-first-entry-by-tomorin,,,,,Iran,Let your emotions out,1,R-to-L,NC-2023S,TH,OS+,PB,,TH+,TH,,AL+,HS%,LP,JW,NC+,FM,,,MaM,,
NC,,Webcomic,One Step,,SMAC!,Nadia Dibaj,,Iran,Iran,Middle East,Iran,,,SMAC Web Magazine,Slice of life,Manga,Everyone,,2016,,,,,,https://smacmag.net/v/sma16/one-step-by-nadiadibaj/#0,,,,,Iran,One Step,1,R-to-L,NC-2023S,TH,,,,TH+,BK,, +,,,XZ,,,,,,,
NC,,Webcomic,Dancing Flame,,SMAC!,maziyar.sojak,,Iran,Iran,Middle East,Iran,,,SMAC Web Magazine,Fantasy,Manga,Everyone,,2016,,,,,,https://smacmag.net/v/sma16/dancing-flame-by-maziyarsojak/,,,,,Iran,Dancing Flame,1,R-to-L ,NC-2023S,SG,,,,NC+,BK,, +,,,XZ,NC+,FM,,,MaM,,KY
NC,,Webcomic,Hope,,SMAC!,griffin,,Iran,Iran,Middle East,Iran,,,SMAC Web Magazine,Fantasy,Manga,Everyone,,2016,,,,,,https://smacmag.net/v/sma16/hope-by-griffin,,,,,Iran,Hope,1,R-to-L,NC-2023S,TH,,,,TH+,TH,, +,,,XZ,,SG,,,,,
SG,,Webcomic,Final Game,,,Yumeno dai,,Iraq,Iraq,Middle East,Iraq,,,SMA,"Drama, Slice of life, Sport",,,,2018,15,,,yes,,,,,,,Iraq,Final Game,1,,NC-2023S,TH,,,,TH+,TH,,,,,LZ,NC+,,,,,,
SG,,Graphic Novel,Fly me to Babylon,,,RyuuKun,,Iraq,Iraq,Middle East,Iraq,,,SMA,"Slice of Life, Historical, Supernatural",Manga,,,2020,18,,,,,,,,,,Iraq,Fly me to Babylon,1,,NC-2023S,TH,,,,TH+,TH,,,,,XZ,,,,,,,
NC,,Webcomic,Broken Fists,,SMAC!,NOANN,,Iraq,Iraq,Middle East,Iraq,,,SMAC Web Magazine,Action,Manga,Everyone,,2018,,,,,,https://smacmag.net/v/sma18/broken-fists-by-noann/#,,,,,Iraq,Broken Fists,1,R-to-L,NC-2023S,TH,,,,TH+,TH,,,,,XZ,,,,,,,
NC,,Webcomic,shout out,,SMAC!,Raidencool,,Iraq,Iraq,Middle East,Iraq,,,SMAC Web Magazine,Slice of life,Manga,Everyone,,2016,,,,,,https://smacmag.net/v/sma16/shout-out-by-raidencool/#0,,,,,Iraq,shout out,1,R-to-L,NC-2023S,TH,,,,TH+,BK,,,,,XZ,,,,,ND,,
NC,,Webcomic,No Lunch Today!,,SMAC!,Shkhart,,Iraq,Iraq,Middle East,Iraq,,,SMAC Web Magazine,Slice of life,Manga,Everyone,,2017,,,,,,https://smacmag.net/v/sma17/no-lunch-today-by-shahad/,,,,,Iraq,No Lunch Today!,1,R-to-L,NC-2023S,TH,,,,TH+,TH,,,,,JW,,FM,,,MaM,,
NC,,Webcomic,Love in the marshes,,SMAC!,SHIRRI4,,Iraq,Iraq,Middle East,Iraq,,,SMAC Web Magazine,Supernatural,Manga,Everyone,,2014,,,,,,https://smacmag.net/v/sma14/love-in-the-marshes-by-shirri4/#0,,,,,Iraq,Love in the marshes,1,R-to-L,NC-2023S,TH,,,,TH+,BK,,,,,XZ,,,,,,,
NC,,Webcomic,Last gift,,SMAC!,Misora,,Iraq,Iraq,Middle East,Iraq,,,SMAC Web Magazine,Slice of life,Manga,Everyone,,2015,,,,,,https://smacmag.net/v/sma4/last-gift-by-misora/#0,,,,,Iraq,Last gift,1,R-to-L,NC-2023S,TH,,,,TH+,TH,,,,,XZ,,,,,MaM,,
IH,,Webcomic,Beloved,,,Katherine Foyle,,Ireland,,Europe,Ireland,English,,https://irishcomics.ie/comics/,,,,,2021,4,,,Yes,,,,,,,Ireland,Beloved,1,,NC,SG,SG,PB,,NC+,YS,YS,SG+,PG,FC,LZ,NC,,,,ND,,
IH,,Webcomic,The Fiend in the Forest,,,Paul Carroll (writer); Clare Foley (artist),,Ireland,,Europe,Ireland,English,,https://irishcomics.ie/comics/,,,,,2021,4,,,Yes,,,,,,,Ireland,The Fiend in the Forest,1,,NC,SG,SG,PB,,NC+,SG,BK,SG+,PG,LP,LZ,NC,SG,,,ND,,
IH,,Webcomic,The World Ends With You,,,Ken Mahon,,Ireland,,Europe,Ireland,English,,https://irishcomics.ie/comics/,,,,,2021,4,,,Yes,,,,,,,Ireland,The World Ends With You,1,,NC,SG,SG,PB,,NC+,SG,BK,SG+,PG,FC,LZ,NC,SG,,,ND,,
IH,,Webcomic,Mactir,,,Eoin Barclay,,Ireland,,Europe,Ireland,English,,https://irishcomics.ie/comics/,,,,,2021,5,,,Ongoing,,,,,,,Ireland,Mactir,1,,NC,TG,AS,PB,,NC+,AS,AS,CW+,PG,LP,LZ,NC,NC,,,ND,RHE,
IH,,Webcomic,Eyes,,,Anthea West,,Ireland,,Europe,Ireland,English,,https://irishcomics.ie/comics/,,,,,2021,6,,,Yes,,,,,,,Ireland,Eyes,1,,NC,SG,SG,PB,,SG+,YS,YS,SG+,PG,FC,JW,NC,SG,,,ND,,
IH,,Webcomic,Bed,,,Anthea West,,Ireland,,Europe,Ireland,English,,https://irishcomics.ie/comics/,,,,,2021,8,,,Ongoing,,,,,,,Ireland,Bed,1,,NC,JV,,,,JV+,AS,,ID+,,,JW*,NC+,SG,,,ND,,
IH,,Webcomic,Dead Ringer,,,Paul Carroll (writer); Gavin Fullerton (artist),,Ireland,,Europe,Ireland,English,,https://irishcomics.ie/comics/,,,,,2021,8,,,Yes,,,,,,,Ireland,Dead Ringer,1,,NC,SG,,,,NC+,BK,BK,,,,SD,NC,SG,,,ND,,
IH,,Webcomic,Sredni Vashtar ,,,Clare Foley (artist); Saki (original story that is based on),,Ireland,,Europe,Ireland,English,,https://irishcomics.ie/comics/,,,,,2021,8,,,Yes,,,,,,,Ireland,Sredni Vashtar,1,,NC,SG,,,,NC+,BK,BK%,CW+,,,JW,NC,SG,,,,,
IH,,Webcomic,Finger,,,Anthea West,,Ireland,,Europe,Ireland,English,,https://irishcomics.ie/comics/,,,,,2021,10,,,,,,,,,,Ireland,Finger,1,,NC,SG,,,,SG+,HM,HM,CW+,,,JW,NC,,,,,,
